{'w': '2', 'numGen': '1000', 'K': '4', 'mutRate': '0.95', 'popSize': '100', 'N': '10', 'seedSolution': '11001111000000000000'}
Initial fitness: 0.0
2
Processing Geneeration 3, max fit: 0.0, max genome: 0b11001111000000000000
Processing Geneeration 624, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 625, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100010011
Processing Geneeration 626, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 627, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100010011
Processing Geneeration 628, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 629, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000000100010
Processing Geneeration 630, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 631, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 632, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000010
Processing Geneeration 633, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 634, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100010011
Processing Geneeration 635, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100010011
Processing Geneeration 636, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000000100010
Processing Geneeration 637, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000000100010
Processing Geneeration 638, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 639, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 640, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 641, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010100010011
Processing Geneeration 642, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000110
Processing Geneeration 643, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 644, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 645, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 646, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100010011
Processing Geneeration 647, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100100010011
Processing Geneeration 648, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 649, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 650, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 651, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 652, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100100000101
Processing Geneeration 653, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 654, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100010011
Processing Geneeration 655, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 656, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100110
Processing Geneeration 657, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 658, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 659, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000001
Processing Geneeration 660, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 661, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 662, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 663, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 664, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 665, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 666, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 667, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 668, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 669, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 670, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 671, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 672, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 673, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 674, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 675, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 676, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 677, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010000010
Processing Geneeration 678, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 679, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 680, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 681, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 682, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 683, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 684, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 685, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 686, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 687, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 688, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 689, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 690, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 691, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 692, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 693, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 694, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 695, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 696, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 697, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 698, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 699, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 700, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 701, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 702, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 703, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 704, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 705, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 706, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 707, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 708, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 709, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000000100010
Processing Geneeration 710, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 711, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 712, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 713, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 714, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 715, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 716, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 717, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 718, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 719, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 720, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 721, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100000011
Processing Geneeration 722, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 723, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 724, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 725, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 726, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 727, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110011
Processing Geneeration 728, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010110010
Processing Geneeration 729, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 730, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010110010
Processing Geneeration 731, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 732, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 733, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 734, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 735, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 736, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 737, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 738, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 739, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 740, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 741, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 742, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 743, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 744, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 745, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 746, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 747, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 748, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 749, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 750, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 751, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 752, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 753, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 754, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 755, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 756, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 757, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 758, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 759, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 760, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110000
Processing Geneeration 761, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 762, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 763, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 764, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110000
Processing Geneeration 765, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100011
Processing Geneeration 766, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110000
Processing Geneeration 767, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 768, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 769, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 770, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 771, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 772, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 773, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100011
Processing Geneeration 774, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 775, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 776, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 777, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 778, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 779, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 780, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 781, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 782, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 783, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 784, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 785, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 786, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 787, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 788, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 789, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010010000
Processing Geneeration 790, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 791, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 792, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000000100010
Processing Geneeration 793, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010010000
Processing Geneeration 794, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100011
Processing Geneeration 795, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 796, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010010000
Processing Geneeration 797, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010010000
Processing Geneeration 798, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 799, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 800, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 801, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 802, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 803, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 804, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 805, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 806, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 807, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 808, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 809, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 810, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 811, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010010100010
Processing Geneeration 812, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 813, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 814, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 815, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010010010000
Processing Geneeration 816, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 817, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100000
Processing Geneeration 818, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010010100010
Processing Geneeration 819, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 820, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 821, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 822, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 823, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 824, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 825, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 826, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 827, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100010
Processing Geneeration 828, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 829, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 830, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010010000
Processing Geneeration 831, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 832, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 833, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 834, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 835, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 836, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000000100010
Processing Geneeration 837, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 838, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 839, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 840, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010011100000
Processing Geneeration 841, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000011100000
Processing Geneeration 842, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 843, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100000
Processing Geneeration 844, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100000
Processing Geneeration 845, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100000
Processing Geneeration 846, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 847, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100000
Processing Geneeration 848, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000000100010
Processing Geneeration 849, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010010000
Processing Geneeration 850, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010010100010
Processing Geneeration 851, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 852, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 853, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 854, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100000
Processing Geneeration 855, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 856, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100000
Processing Geneeration 857, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 858, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 859, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100000
Processing Geneeration 860, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 861, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 862, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010010100010
Processing Geneeration 863, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 864, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 865, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 866, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 867, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 868, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100000
Processing Geneeration 869, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100100
Processing Geneeration 870, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010101010
Processing Geneeration 871, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010010100010
Processing Geneeration 872, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100100
Processing Geneeration 873, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010010100010
Processing Geneeration 874, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010101010
Processing Geneeration 875, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000100100010
Processing Geneeration 876, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010101010
Processing Geneeration 877, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 878, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 879, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 880, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010101010
Processing Geneeration 881, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111010010100010
Processing Geneeration 882, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010101010
Processing Geneeration 883, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 884, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 885, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 886, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 887, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 888, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 889, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 890, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 891, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 892, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 893, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110110010
Processing Geneeration 894, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000110100010
Processing Geneeration 895, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010101010
Processing Geneeration 896, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 897, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 898, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 899, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 900, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 901, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 902, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010111010
Processing Geneeration 903, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 904, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 905, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010100010
Processing Geneeration 906, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111011010110010
Processing Geneeration 907, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 908, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 909, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 910, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 911, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 912, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 913, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 914, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 915, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000000100010
Processing Geneeration 916, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 917, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 918, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 919, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 920, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 921, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 922, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 923, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 924, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 925, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 926, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 927, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 928, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 929, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 930, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 931, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
